Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0940756L;Ecole élémentaire Romain Rolland A;Ecole;Public;3 avenue Romain Rolland;;94380 BONNEUIL SUR MARNE;94380;94011;Bonneuil-sur-Marne;094;24;11;0;1;;;;0149805190;;;ce.0940756L@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940011600097;;48.76957232295779, 2.479496490911655;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661745.2;6852289.7;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.76957232295779;2.479496490911655;Numéro de rue;1967-10-09;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940171A;;;0941980S;;;;
0940759P;Ecole élémentaire Lapierre;Ecole;Public;Allée du 8 Mai 1945;;94140 ALFORTVILLE;94140;94002;Alfortville;094;24;11;0;1;;;;0143756385;;;ce.0940759P@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940002500157;;48.79161234017146, 2.4268600943130716;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657894.5;6854767.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Alfortville;48.79161234017146;2.4268600943130716;Rue;1967-10-09;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941022A;;;0940934E;;;;
0940769A;Ecole élémentaire Robert Schuman;Ecole;Public;60 avenue de Lattre de Tassigny;;94320 THIAIS;94320;94073;Thiais;094;24;11;0;1;;;;0148523943;;;ce.0940769A@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940073600100;;48.75768587352675, 2.4041094853723064;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656194.7;6851007.3;EPSG:2154;Circonscription d'inspection du 1er degré de Fresnes;48.75768587352675;2.4041094853723064;Numéro de rue;1967-10-13;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940575P;;;0940927X;;;;
0940771C;Ecole élémentaire Makarenko;Ecole;Public;4 rue Jean Perrin;;94200 IVRY SUR SEINE;94200;94041;Ivry-sur-Seine;094;24;11;0;1;;;;0149602607;;;ce.0940771C@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940041300080;;48.8120421500539, 2.377094741308988;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;654256.5;6857066.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Ivry-sur-Seine;48.8120421500539;2.377094741308988;Numéro de rue;1967-10-16;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941781A;;;0940930A;;;;
0940781N;Ecole maternelle d'application Romain Rolland;Ecole;Public;1 bis rue ROMAIN ROLLAND;;94380 BONNEUIL SUR MARNE;94380;94011;Bonneuil-sur-Marne;094;24;11;1;0;;;;0149804943;;;ce.0940781N@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940011600139;;48.768938387128, 2.4787054858172812;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661686.6;6852219.6;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.768938387128;2.4787054858172812;Numéro de rue;1968-02-22;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;103;ECOLE MATERNELLE D APPLICATION;99;0940171A;;;0941980S;;;;
0940799H;Ecole maternelle Maurice Rousseau;Ecole;Public;52 avenue Claire;;94430 CHENNEVIERES SUR MARNE;94430;94019;Chennevières-sur-Marne;094;24;11;1;0;;;;0145764801;;;ce.0940799H@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940019900085;;48.80115514809536, 2.546738479185302;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666707.3;6855770.8;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.80115514809536;2.546738479185302;Numéro de rue;1968-05-14;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940787V;;;0940924U;;;;
0940803M;Ecole élémentaire Marbeau;Ecole;Public;31 avenue Marbeau;;94420 LE PLESSIS TREVISE;94420;94059;Le Plessis-Trévise;094;24;11;0;1;;;;0183904565;;;ce.0940803M@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940059500092;;48.80962793192068, 2.565567675941606;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;668095.5;6856705.1;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.80962793192068;2.565567675941606;Numéro de rue;1968-05-14;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941221S;;;0942138N;;;;
0940906Z;Ecole maternelle Geneviève de Gaulle-Anthonioz;Ecole;Public;7 rue Olympe de Gouges;;94240 L HAY LES ROSES;94240;94038;L'Haÿ-les-Roses;094;24;11;1;0;;;;0179616270;;;ce.0940906Z@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940038900348;;48.77969896058526, 2.3653114711670837;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;653362.3;6853477.0;EPSG:2154;Circonscription d'inspection du 1er degré de Cachan;48.77969896058526;2.3653114711670837;Numéro de rue;1968-09-25;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940583Y;;;0940922S;;;;
0940943P;Ecole maternelle Charles Péguy;Ecole;Public;91 avenue du Général de Gaulle;;94320 THIAIS;94320;94073;Thiais;094;24;11;1;0;;;;0146862269;;;ce.0940943P@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940073600068;;48.767964475245144, 2.373869558967033;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;653980.8;6852167.3;EPSG:2154;Circonscription d'inspection du 1er degré de Fresnes;48.767964475245144;2.373869558967033;Numéro de rue;1969-03-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941233E;;;0940927X;;;;
0940953A;Ecole élémentaire Lallier;Ecole;Public;27 rue Paul Hochart;;94240 L HAY LES ROSES;94240;94038;L'Haÿ-les-Roses;094;24;11;0;1;;;;0146863571;;;ce.0940953A@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940038900108;;48.775081898126345, 2.355497730386455;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;652637.0;6852969.5;EPSG:2154;Circonscription d'inspection du 1er degré de Cachan;48.775081898126345;2.355497730386455;Numéro de rue;1969-03-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940583Y;;;0940922S;;;;
0941110W;Ecole élémentaire Anatole France;Ecole;Public;53 rue du Stade;;94490 ORMESSON SUR MARNE;94490;94055;Ormesson-sur-Marne;094;24;11;0;1;;;;0145769198;;;ce.0941110W@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940055300083;;48.78950763968097, 2.5475624403357213;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666760.4;6854475.4;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.78950763968097;2.5475624403357213;Numéro de rue;1970-06-02;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941410X;;;0941980S;;;;
0941119F;Ecole élémentaire Lamartine;Ecole;Public;40 route de Villiers;;94510 LA QUEUE EN BRIE;94510;94060;La Queue-en-Brie;094;24;11;0;1;;;;0145763171;;;ce.0941119F@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940060300094;;48.79299461605975, 2.5788272130284917;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;669059.4;6854850.4;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.79299461605975;2.5788272130284917;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941410X;;;0941460B;;;;
0941127P;Ecole élémentaire Victor Hugo;Ecole;Public;7 avenue de la République;;94000 CRETEIL;94000;94028;Créteil;094;24;11;0;1;;;;0145170360;;;ce.0941127P@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940028000414;;48.791654613748946, 2.4652801286860617;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660717.0;6854751.9;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 1;48.791654613748946;2.4652801286860617;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940031Y;;;0940926W;;;;
0941133W;Ecole maternelle Lacore-Moreau;Ecole;Public;9 allée des Jardins;;94140 ALFORTVILLE;94140;94002;Alfortville;094;24;11;1;0;;;;0143754618;;;ce.0941133W@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940002500140;;48.78535679818781, 2.425315950476102;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657776.0;6854072.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Alfortville;48.78535679818781;2.425315950476102;Rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941021Z;;;0940934E;;;;
0941138B;Ecole maternelle Anatole France;Ecole;Public;5 rue Pierre et Angèle Le Hen;;94450 LIMEIL BREVANNES;94450;94044;Limeil-Brévannes;094;24;11;1;0;;;;0145990218;;;ce.0941138B@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940044700062;;48.75301629206494, 2.488335601525392;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;662382.9;6850444.7;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.75301629206494;2.488335601525392;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941783C;;;0941397H;;;;
0941140D;Ecole maternelle les Noyers;Ecole;Public;35 rue de la République;;94370 SUCY EN BRIE;94370;94071;Sucy-en-Brie;094;24;11;1;0;;;;0145901339;;;ce.0941140D@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940071000113;;48.77861202470452, 2.509412293736501;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663950.1;6853280.7;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.77861202470452;2.509412293736501;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940617K;;;0941460B;;;;
0941245T;Ecole élémentaire Octobre;Ecole;Public;76 rue Marcelin Berthelot;;94140 ALFORTVILLE;94140;94002;Alfortville;094;24;11;0;1;;;;0143756431;;;ce.0941245T@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940002500033;;48.80977827911935, 2.414256747249267;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656983.6;6856793.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Alfortville;48.80977827911935;2.414256747249267;Numéro de rue;1971-05-28;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941020Y;;;0940934E;;;;
0941268T;Ecole élémentaire Diderot;Ecole;Public;16 avenue Diderot;;94100 ST MAUR DES FOSSES;94100;94068;Saint-Maur-des-Fossés;094;24;11;0;1;;;;0142838819;;;ce.0941268T@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940068600123;;48.80133584483711, 2.4797962843944377;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661790.5;6855821.2;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Maur-des-Fossés;48.80133584483711;2.4797962843944377;Numéro de rue;1971-05-28;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941220R;;;0940932C;;;;
0941271W;Ecole élémentaire Charles Digeon;Ecole;Public;24 rue du Commandant Mouchotte;;94160 ST MANDE;94160;94067;Saint-Mandé;094;24;11;0;1;;;;0149579026;;;ce.0941271W@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940067800070;;48.83733290252853, 2.4167632248978084;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657190.3;6859856.0;EPSG:2154;Circonscription d'inspection du 1er degré de Vincennes;48.83733290252853;2.4167632248978084;Numéro de rue;1971-05-28;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940790Y;;;0940935F;;;;
0941307K;Ecole maternelle Jeanne Vacher;Ecole;Public;89 rue de Musselburgh;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;1;0;;;;0148814592;;;ce.0941307K@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940017300247;;48.80862160954728, 2.5210894481791772;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;664828.4;6856612.1;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.80862160954728;2.5210894481791772;Numéro de rue;1972-05-29;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941015T;;;0940923T;;;;
0941312R;Ecole maternelle Gabriel Péri;Ecole;Public;47 rue Gabriel Péri;;94200 IVRY SUR SEINE;94200;94041;Ivry-sur-Seine;094;24;11;1;0;;;;0149602608;;;ce.0941312R@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940041300163;;48.814405991327796, 2.3819976723058307;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;654618.6;6857326.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Ivry-sur-Seine;48.814405991327796;2.3819976723058307;Numéro de rue;1972-05-29;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941025D;;;0940930A;;;;
0941313S;Ecole maternelle Pierre Curie;Ecole;Public;1 rue Pierre Curie;;94450 LIMEIL BREVANNES;94450;94044;Limeil-Brévannes;094;24;11;1;0;;;;0145697848;;;ce.0941313S@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940044700054;;48.74727492335454, 2.492258510164898;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;662667.2;6849804.5;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.74727492335454;2.492258510164898;Numéro de rue;1972-05-29;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941783C;;;0941397H;;;;
0941325E;Ecole élémentaire les Joncs Marins;Ecole;Public;8 rue Jules Ferry;;94170 LE PERREUX SUR MARNE;94170;94058;Le Perreux-sur-Marne;094;24;11;0;1;;;;0153481132;;;ce.0941325E@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940058700099;;48.851416935729084, 2.5026298261833064;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663502.7;6861378.9;EPSG:2154;Circonscription d'inspection du 1er degré de Nogent-sur-Marne;48.851416935729084;2.5026298261833064;Numéro de rue;1972-05-31;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940788W;;;0942241A;;;;
0941333N;Ecole maternelle Savereau;Ecole;Public;14 rue de Brévannes;;94470 BOISSY ST LEGER;94470;94004;Boissy-Saint-Léger;094;24;11;1;0;;;;0145696850;;;ce.0941333N@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940004100055;;48.75002775605485, 2.504170972230816;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663545.0;6850105.0;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.75002775605485;2.504170972230816;Numéro de rue;1972-10-23;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941478W;;;0941397H;;;;
0941334P;Ecole maternelle Anatole France 2;Ecole;Public;10 square Jean Goujon;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;1;0;;;;0153881062;;;ce.0941334P@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21940017300494;;48.80628108205705, 2.552328203328071;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;667121.1;6856338.4;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.80628108205705;2.552328203328071;Rue;1972-10-23;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940787V;;;0940924U;;;;
0941337T;Ecole élémentaire Pablo Picasso;Ecole;Public;5 avenue de Valenton;;94450 LIMEIL BREVANNES;94450;94044;Limeil-Brévannes;094;24;11;0;1;;;;0145995194;;;ce.0941337T@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940044700039;;48.74283874278364, 2.5003117118191467;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663256.2;6849307.5;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.74283874278364;2.5003117118191467;Rue;1972-10-04;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941603G;;;0941397H;;;;
0941363W;Ecole maternelle les Quatre Vents;Ecole;Public;26 rue Gabriel Péri;;94220 CHARENTON LE PONT;94220;94018;Charenton-le-Pont;094;24;11;1;0;;;;0146764843;;;ce.0941363W@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940018100323;;48.81990426503453, 2.419024273216842;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657342.0;6857916.9;EPSG:2154;Circonscription d'inspection du 1er degré d'Alfortville;48.81990426503453;2.419024273216842;Numéro de rue;1973-06-14;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941353K;;;0940934E;;;;
0941381R;Ecole élémentaire Henri Barbusse;Ecole;Public;4 rue du Docteur Ténine;;94250 GENTILLY;94250;94037;Gentilly;094;24;11;0;1;;;;0147405814;;;ce.0941381R@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940037100148;;48.815136050327375, 2.3477522181027344;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;652104.6;6857427.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Arcueil;48.815136050327375;2.3477522181027344;Numéro de rue;1973-06-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941099J;;;0940928Y;;;;
0941382S;Ecole élémentaire les Quarante Arpents;Ecole;Public;Voie aux vaches;;94440 SANTENY;94440;94070;Santeny;094;24;11;0;1;;;;0143860918;;;ce.0941382S@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940070200029;;48.72956205378792, 2.575047800113621;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;668743.8;6847799.2;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.72956205378792;2.575047800113621;Rue;1973-06-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941782B;;;0941460B;;;;
0941384U;Ecole élémentaire Saint-Exupéry;Ecole;Public;57 bis rue Gabriel Péri;;94700 MAISONS ALFORT;94700;94046;Maisons-Alfort;094;24;11;0;1;;;;0145183340;;;ce.0941384U@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940046200236;;48.81414514211104, 2.437558684496064;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;658698.3;6857266.7;EPSG:2154;Circonscription d'inspection du 1er degré de Maisons-Alfort;48.81414514211104;2.437558684496064;Numéro de rue;1973-06-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941024C;;;0941537K;;;;
0941387X;Ecole primaire José De Heredia;Ecole;Public;4 allée Tristan Bernard;;94000 CRETEIL;94000;94028;Créteil;094;24;11;1;1;;;;0141789096;;;ce.0941387X@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940028000059;;48.787766282997836, 2.4482120664593863;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659460.1;6854328.2;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 1;48.787766282997836;2.4482120664593863;Numéro de rue;1973-06-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940003T;;;0940926W;;;;
0941392C;Ecole élémentaire Jean Moulin;Ecole;Public;11 rue Germain Defresne;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;0;1;;;;0146828241;;;ce.0941392C@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940081900203;;48.7925624190689, 2.3912733728113316;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655281.0;6854892.2;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.7925624190689;2.3912733728113316;Numéro de rue;1973-06-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941033M;;;0941461C;;;;
0941393D;Ecole maternelle Charles Perrault;Ecole;Public;25 rue du Maréchal Foch;;94350 VILLIERS SUR MARNE;94350;94079;Villiers-sur-Marne;094;24;11;1;0;;;;0149410026;;;ce.0941393D@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940079300101;;48.82876841743775, 2.537792707261699;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666068.2;6858844.9;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.82876841743775;2.537792707261699;Numéro de rue;1973-09-26;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940625U;;;0942138N;;;;
0941425N;Ecole élémentaire Saint Exupéry;Ecole;Public;86 avenue de Versailles;;94320 THIAIS;94320;94073;Thiais;094;24;11;0;1;;;;0148842705;;;ce.0941425N@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940073600159;;48.7600692464175, 2.3981699630770854;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655760.1;6851275.6;EPSG:2154;Circonscription d'inspection du 1er degré de Fresnes;48.7600692464175;2.3981699630770854;Numéro de rue;1974-05-28;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941233E;;;0940927X;;;;
0941426P;Ecole élémentaire Jules Ferry;Ecole;Public;26 rue des Tilleuls;;94290 VILLENEUVE LE ROI;94290;94077;Villeneuve-le-Roi;094;24;11;0;1;;;;0149615642;;;ce.0941426P@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940077700138;;48.73428727695268, 2.4196652542544137;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657319.1;6848397.3;EPSG:2154;Circonscription d'inspection  du 1er degre d'Orly;48.73428727695268;2.4196652542544137;Numéro de rue;1974-05-28;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940743X;;;0942396U;;;;
0941442G;Ecole élémentaire Montaigne;Ecole;Public;2 rue de Bordeaux;;94140 ALFORTVILLE;94140;94002;Alfortville;094;24;11;0;1;;;;0143756480;;;ce.0941442G@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940002500058;;48.787513909953354, 2.4274495612396736;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657934.5;6854311.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Alfortville;48.787513909953354;2.4274495612396736;Numéro de rue;1975-08-27;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941021Z;;;0940934E;;;;
0941448N;Ecole maternelle Jacques Prévert;Ecole;Public;2 rue Jacques Prévert;;94470 BOISSY ST LEGER;94470;94004;Boissy-Saint-Léger;094;24;11;1;0;;;;0145697370;;;ce.0941448N@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940004100113;;48.75445297926814, 2.5026734843937177;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663438.0;6850597.7;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.75445297926814;2.5026734843937177;Numéro de rue;1975-08-28;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941478W;;;0941397H;;;;
0941456X;Ecole élémentaire Pierre Curie;Ecole;Public;13 rue du Lieutenant Le Coz;;94550 CHEVILLY LARUE;94550;94021;Chevilly-Larue;094;24;11;0;1;;;;0146868224;;;ce.0941456X@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940021500071;;48.76982811435369, 2.3662029985392388;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;653419.0;6852379.0;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 1;48.76982811435369;2.3662029985392388;BATIMENT;1975-09-11;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940071S;;;0940936G;;;;
